Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied,Profit,Country,State,Region
TXN_7172192,CUST_20,Butchers,Item_2_BUT,6.5,1,6.5,Credit Card,In-store,7/3/2023,TRUE,15732,United States,Illinois,Central
TXN_4296408,CUST_04,Butchers,Item_13_BUT,23,6,138,Cash,Online,8/26/2022,TRUE,-4614,United States,California,West
TXN_9234803,CUST_10,Butchers,Item_11_BUT,20,8,160,Cash,In-store,2/14/2022,TRUE,5686,United States,New York,East
TXN_6970314,CUST_01,Butchers,Item_13_BUT,23,10,230,Cash,In-store,1/10/2023,,-2380,United States,New York,East
TXN_6023854,CUST_13,Butchers,Item_19_BUT,32,4,128,Digital Wallet,Online,1/31/2022,,10215,United States,California,West
TXN_4143842,CUST_05,Butchers,,23,,,Digital Wallet,In-store,6/7/2023,TRUE,9568,United States,Pennsylvania,East
TXN_3396013,CUST_15,Butchers,Item_17_BUT,29,2,58,Digital Wallet,Online,8/24/2022,FALSE,7668,United States,California,West
TXN_3022586,CUST_24,Butchers,,24.5,,,Digital Wallet,In-store,8/13/2024,TRUE,12454,United States,Delaware,East
TXN_9365217,CUST_23,Butchers,Item_20_BUT,33.5,8,268,Cash,In-store,5/11/2024,FALSE,10355,United States,Delaware,East
TXN_6921763,CUST_23,Butchers,Item_20_BUT,33.5,4,134,Cash,In-store,6/15/2023,FALSE,5832,United States,Georgia,South
TXN_5612933,CUST_23,Butchers,,12.5,,,Cash,In-store,6/2/2022,,12965,United States,California,West
TXN_1630063,CUST_02,Butchers,Item_5_BUT,11,1,11,Digital Wallet,In-store,4/15/2024,,8559,United States,Michigan,Central
TXN_2654851,CUST_02,Butchers,Item_12_BUT,21.5,5,107.5,Credit Card,Online,1/12/2024,FALSE,-5064,United States,California,West
TXN_6928841,CUST_02,Butchers,Item_4_BUT,9.5,6,57,Digital Wallet,In-store,7/9/2022,TRUE,12245,United States,California,West
TXN_3056004,CUST_22,Butchers,Item_17_BUT,29,5,145,Credit Card,Online,11/30/2022,TRUE,5850,United States,Texas,Central
TXN_9038879,CUST_16,Butchers,Item_15_BUT,26,1,26,Digital Wallet,Online,3/22/2022,TRUE,-4966,United States,California,West
TXN_9364068,CUST_16,Butchers,Item_18_BUT,30.5,8,244,Cash,Online,10/8/2024,FALSE,1555,United States,New York,East
TXN_3480460,CUST_14,Butchers,Item_13_BUT,23,10,230,Digital Wallet,Online,2/22/2023,,6938,United States,Oregon,West
TXN_6025445,CUST_06,Butchers,Item_22_BUT,36.5,10,365,Cash,In-store,11/24/2023,FALSE,8103,United States,Georgia,South
TXN_3404090,CUST_08,Butchers,Item_3_BUT,8,2,16,Digital Wallet,Online,7/27/2022,FALSE,11791,United States,Florida,South
TXN_9201978,CUST_21,Butchers,Item_3_BUT,8,4,32,Cash,Online,1/8/2024,TRUE,-1447,United States,Pennsylvania,East
TXN_8155559,CUST_02,Butchers,Item_7_BUT,14,2,28,Cash,In-store,5/26/2023,FALSE,-734,United States,Nebraska,Central
TXN_8763482,CUST_13,Butchers,Item_16_BUT,27.5,4,110,Digital Wallet,In-store,12/24/2023,,9384,United States,Illinois,Central
TXN_9247458,CUST_25,Butchers,Item_1_BUT,5,6,30,Credit Card,In-store,5/4/2023,FALSE,16302,United States,Washington,West
TXN_9828877,CUST_24,Butchers,Item_13_BUT,23,10,230,Cash,In-store,10/8/2022,,5479,United States,New York,East
TXN_2971712,CUST_06,Butchers,Item_2_BUT,6.5,10,65,Credit Card,Online,2/18/2024,,-2482,United States,California,West
TXN_3457042,CUST_07,Butchers,Item_25_BUT,41,7,287,Cash,Online,2/6/2022,FALSE,-7152,United States,Oregon,West
TXN_8419008,CUST_25,Butchers,Item_15_BUT,26,9,234,Credit Card,Online,9/27/2022,,10636,United States,Mississippi,South
TXN_4544094,CUST_07,Butchers,Item_21_BUT,35,3,105,Credit Card,In-store,7/11/2023,,15218,United States,Texas,Central
TXN_4481519,CUST_03,Butchers,Item_23_BUT,38,8,304,Cash,In-store,5/7/2023,FALSE,15196,United States,Illinois,Central
TXN_8170834,CUST_12,Butchers,Item_5_BUT,11,1,11,Cash,In-store,7/9/2022,,-2654,United States,Illinois,Central
TXN_2681399,CUST_24,Butchers,Item_22_BUT,36.5,3,109.5,Cash,In-store,10/17/2023,TRUE,-6341,United States,Illinois,Central
TXN_9262722,CUST_18,Butchers,Item_21_BUT,35,7,245,Cash,Online,3/21/2024,,13188,United States,Illinois,Central
TXN_7949216,CUST_15,Butchers,Item_2_BUT,6.5,1,6.5,Credit Card,In-store,2/27/2022,,4679,United States,California,West
TXN_8674282,CUST_23,Butchers,Item_25_BUT,41,8,328,Credit Card,In-store,5/20/2023,,-225,United States,Kentucky,South
TXN_2032489,CUST_14,Butchers,,,8,304,Cash,Online,9/24/2023,TRUE,2119,United States,California,West
TXN_4116552,CUST_15,Butchers,Item_23_BUT,38,3,114,Digital Wallet,Online,10/5/2024,TRUE,-3283,United States,Ohio,East
TXN_4396796,CUST_09,Butchers,Item_11_BUT,20,2,40,Digital Wallet,In-store,8/31/2023,,5608,United States,Ohio,East
TXN_6954466,CUST_25,Butchers,Item_16_BUT,27.5,5,137.5,Credit Card,In-store,11/24/2024,FALSE,5767,United States,Kentucky,South
TXN_8699943,CUST_07,Butchers,Item_3_BUT,8,6,48,Credit Card,Online,4/27/2022,,2550,United States,Kentucky,South
TXN_5308548,CUST_12,Butchers,Item_25_BUT,41,5,205,Credit Card,Online,10/1/2023,TRUE,-4067,United States,California,West
TXN_3249079,CUST_01,Butchers,Item_6_BUT,12.5,5,62.5,Digital Wallet,Online,1/24/2022,FALSE,-67,United States,Colorado,West
TXN_1494063,CUST_11,Butchers,Item_6_BUT,12.5,4,50,Credit Card,In-store,1/16/2024,TRUE,4863,United States,Colorado,West
TXN_8390560,CUST_24,Butchers,Item_3_BUT,8,1,8,Digital Wallet,In-store,1/15/2023,,-1453,United States,Texas,Central
TXN_9083605,CUST_20,Butchers,Item_17_BUT,29,4,116,Digital Wallet,In-store,8/16/2023,FALSE,8057,United States,Colorado,West
TXN_4700436,CUST_23,Butchers,Item_7_BUT,14,3,42,Digital Wallet,In-store,11/11/2022,FALSE,2268,United States,California,West
TXN_6595084,CUST_25,Butchers,Item_8_BUT,15.5,8,124,Digital Wallet,Online,6/24/2023,TRUE,2663,United States,California,West
TXN_2232621,CUST_07,Butchers,Item_2_BUT,6.5,7,45.5,Credit Card,Online,5/27/2024,,3280,United States,New Jersey,East
TXN_2562140,CUST_08,Butchers,Item_25_BUT,41,8,328,Credit Card,Online,11/6/2024,TRUE,-6945,United States,Pennsylvania,East
TXN_6874926,CUST_02,Butchers,Item_5_BUT,11,2,22,Credit Card,In-store,4/22/2024,,-3285,United States,Oregon,West
TXN_7869272,CUST_06,Butchers,,9.5,,,Digital Wallet,In-store,1/12/2023,,1523,United States,California,West
TXN_7450689,CUST_18,Butchers,,12.5,,,Credit Card,Online,5/25/2023,TRUE,3891,United States,California,West
TXN_7666691,CUST_11,Butchers,Item_22_BUT,36.5,6,219,Credit Card,In-store,3/26/2023,FALSE,14953,United States,Kansas,Central
TXN_6271401,CUST_03,Butchers,Item_20_BUT,33.5,1,33.5,Credit Card,Online,1/12/2023,,11945,United States,New York,East
TXN_5277964,CUST_03,Butchers,Item_7_BUT,14,5,70,Cash,In-store,1/28/2023,FALSE,7864,United States,California,West
TXN_6688642,CUST_25,Butchers,Item_13_BUT,23,3,69,Cash,Online,12/20/2023,FALSE,-4674,United States,Arizona,West
TXN_7536831,CUST_18,Butchers,Item_16_BUT,27.5,6,165,Cash,Online,12/8/2022,FALSE,9772,United States,Kentucky,South
TXN_5598682,CUST_13,Butchers,Item_20_BUT,33.5,5,167.5,Cash,In-store,4/25/2022,TRUE,6529,United States,North Carolina,South
TXN_3412748,CUST_04,Butchers,Item_15_BUT,26,6,156,Digital Wallet,Online,6/12/2024,FALSE,-7176,United States,Ohio,East
TXN_2632666,CUST_01,Butchers,Item_1_BUT,5,7,35,Digital Wallet,Online,6/15/2023,FALSE,-4038,United States,Ohio,East
TXN_8405843,CUST_23,Butchers,Item_5_BUT,11,6,66,Credit Card,Online,1/6/2022,TRUE,11174,United States,California,West
TXN_3140238,CUST_14,Butchers,Item_8_BUT,15.5,1,15.5,Digital Wallet,Online,8/12/2024,,13958,United States,Rhode Island,East
TXN_9189148,CUST_15,Butchers,Item_17_BUT,29,10,290,Digital Wallet,Online,3/20/2024,FALSE,14393,United States,Massachusetts,East
TXN_2084835,CUST_17,Butchers,Item_3_BUT,8,6,48,Cash,In-store,6/6/2022,,-3769,United States,Massachusetts,East
TXN_9993395,CUST_22,Butchers,Item_2_BUT,6.5,2,13,Credit Card,In-store,2/9/2023,TRUE,4275,United States,Washington,West
TXN_6354290,CUST_17,Butchers,Item_20_BUT,33.5,7,234.5,Digital Wallet,Online,5/5/2024,TRUE,5755,United States,Texas,Central
TXN_6931532,CUST_15,Butchers,Item_8_BUT,15.5,1,15.5,Credit Card,Online,11/16/2022,TRUE,-1071,United States,Massachusetts,East
TXN_5608512,CUST_17,Butchers,Item_15_BUT,26,6,156,Digital Wallet,Online,9/27/2022,TRUE,-5900,United States,Ohio,East
TXN_2052834,CUST_17,Butchers,Item_16_BUT,27.5,9,247.5,Cash,In-store,2/28/2024,TRUE,5655,United States,Texas,Central
TXN_6900823,CUST_04,Butchers,Item_3_BUT,8,4,32,Credit Card,Online,2/27/2024,TRUE,13854,United States,Virginia,South
TXN_4845406,CUST_01,Butchers,Item_11_BUT,20,2,40,Digital Wallet,In-store,2/16/2024,FALSE,-1227,United States,Ohio,East
TXN_5290650,CUST_01,Butchers,Item_22_BUT,36.5,9,328.5,Digital Wallet,In-store,6/28/2023,TRUE,-2662,United States,California,West
TXN_9158265,CUST_06,Butchers,Item_2_BUT,6.5,1,6.5,Cash,In-store,8/7/2024,,12411,United States,Virginia,South
TXN_6162781,CUST_09,Butchers,Item_13_BUT,23,10,230,Credit Card,Online,2/27/2022,FALSE,1823,United States,Illinois,Central
TXN_2816347,CUST_07,Butchers,Item_4_BUT,9.5,9,85.5,Digital Wallet,In-store,6/2/2023,,1287,United States,Tennessee,South
TXN_6635815,CUST_03,Butchers,Item_23_BUT,38,2,76,Cash,In-store,2/5/2022,FALSE,-7324,United States,Maryland,East
TXN_7595390,CUST_14,Butchers,Item_13_BUT,23,6,138,Credit Card,In-store,4/8/2023,FALSE,1269,United States,Maryland,East
TXN_2663672,CUST_05,Butchers,Item_22_BUT,36.5,10,365,Cash,Online,9/12/2023,TRUE,-6121,United States,Rhode Island,East
TXN_8832056,CUST_22,Butchers,Item_16_BUT,27.5,1,27.5,Cash,In-store,10/31/2022,FALSE,11809,United States,California,West
TXN_1753380,CUST_11,Butchers,Item_3_BUT,8,6,48,Digital Wallet,In-store,4/3/2022,,-7372,United States,Texas,Central
TXN_7039501,CUST_15,Butchers,Item_23_BUT,38,2,76,Cash,Online,8/31/2024,FALSE,1026,United States,Texas,Central
TXN_5585946,CUST_05,Butchers,Item_13_BUT,23,5,115,Credit Card,In-store,6/4/2024,TRUE,10328,United States,Illinois,Central
TXN_9081402,CUST_03,Butchers,Item_22_BUT,36.5,10,365,Digital Wallet,In-store,1/10/2024,FALSE,10997,United States,New York,East
TXN_1299663,CUST_03,Butchers,Item_2_BUT,6.5,4,26,Cash,Online,6/15/2023,FALSE,-1508,United States,California,West
TXN_9926710,CUST_04,Butchers,Item_15_BUT,26,7,182,Credit Card,In-store,2/13/2023,TRUE,771,United States,California,West
TXN_3631999,CUST_11,Butchers,Item_1_BUT,5,4,20,Credit Card,Online,12/1/2022,,14563,United States,West Virginia,East
TXN_9434913,CUST_18,Butchers,Item_16_BUT,27.5,8,220,Cash,In-store,9/14/2023,,-6608,United States,Texas,Central
TXN_6546571,CUST_09,Butchers,Item_6_BUT,12.5,5,62.5,Digital Wallet,Online,7/28/2023,TRUE,-2815,United States,New York,East
TXN_3087686,CUST_18,Butchers,Item_23_BUT,38,5,190,Cash,Online,4/30/2023,TRUE,3126,United States,Texas,Central
TXN_1363454,CUST_08,Butchers,Item_21_BUT,35,2,70,Digital Wallet,Online,8/31/2024,,2670,United States,California,West
TXN_7003676,CUST_10,Butchers,Item_6_BUT,12.5,7,87.5,Digital Wallet,Online,6/1/2024,,14958,United States,Florida,South
TXN_5578307,CUST_25,Butchers,Item_25_BUT,41,7,287,Credit Card,Online,7/18/2024,,16228,United States,Colorado,West
TXN_4268207,CUST_02,Butchers,Item_20_BUT,33.5,3,100.5,Credit Card,In-store,11/8/2022,,7120,United States,Pennsylvania,East
TXN_2992974,CUST_02,Butchers,Item_15_BUT,26,2,52,Cash,Online,3/19/2024,,4702,United States,Wisconsin,Central
TXN_1645781,CUST_15,Butchers,Item_22_BUT,36.5,6,219,Digital Wallet,Online,1/12/2025,,5440,United States,Massachusetts,East
TXN_9713065,CUST_25,Butchers,Item_12_BUT,21.5,9,193.5,Digital Wallet,In-store,8/11/2024,TRUE,9705,United States,Missouri,Central
TXN_9218401,CUST_01,Butchers,Item_13_BUT,23,7,161,Cash,In-store,5/22/2023,,7232,United States,Massachusetts,East
TXN_4587896,CUST_18,Butchers,Item_21_BUT,35,7,245,Digital Wallet,In-store,12/22/2024,,10753,United States,Pennsylvania,East
TXN_7714982,CUST_20,Butchers,,,4,98,Credit Card,Online,6/17/2024,TRUE,3832,United States,New York,East
TXN_7938026,CUST_13,Butchers,Item_3_BUT,8,1,8,Digital Wallet,In-store,2/18/2023,FALSE,6746,United States,Texas,Central
TXN_8976767,CUST_13,Butchers,Item_13_BUT,23,10,230,Cash,Online,10/28/2022,FALSE,-2450,United States,Texas,Central
TXN_7869591,CUST_24,Butchers,Item_18_BUT,30.5,9,274.5,Digital Wallet,In-store,4/16/2022,,1570,United States,Oregon,West
TXN_5134226,CUST_24,Butchers,Item_25_BUT,41,2,82,Digital Wallet,Online,7/10/2022,TRUE,2423,United States,Washington,West
TXN_2159886,CUST_23,Butchers,Item_16_BUT,27.5,3,82.5,Cash,In-store,4/19/2024,TRUE,13126,United States,California,West
TXN_2481299,CUST_21,Butchers,Item_5_BUT,11,8,88,Credit Card,In-store,4/27/2023,TRUE,10090,United States,Texas,Central
TXN_5192905,CUST_10,Butchers,Item_3_BUT,8,5,40,Credit Card,In-store,3/28/2022,TRUE,14538,United States,Texas,Central
TXN_4834959,CUST_24,Butchers,Item_3_BUT,8,9,72,Credit Card,In-store,1/22/2023,FALSE,12760,United States,Texas,Central
TXN_8801583,CUST_24,Butchers,Item_16_BUT,27.5,7,192.5,Credit Card,In-store,9/18/2022,TRUE,6980,United States,Texas,Central
TXN_6639076,CUST_08,Butchers,Item_3_BUT,8,3,24,Cash,In-store,8/8/2024,,15307,United States,Pennsylvania,East
TXN_9560804,CUST_23,Butchers,Item_11_BUT,20,4,80,Digital Wallet,Online,4/15/2024,FALSE,10728,United States,California,West
TXN_1595881,CUST_12,Butchers,Item_3_BUT,8,10,80,Cash,Online,2/22/2023,TRUE,1075,United States,Washington,West
TXN_3718315,CUST_15,Butchers,Item_24_BUT,39.5,1,39.5,Cash,Online,5/23/2023,FALSE,-3353,United States,California,West
TXN_7836121,CUST_19,Butchers,Item_15_BUT,26,9,234,Credit Card,In-store,6/29/2022,TRUE,-3141,United States,New Jersey,East
TXN_6699940,CUST_07,Butchers,Item_11_BUT,20,9,180,Digital Wallet,In-store,7/16/2022,FALSE,2976,United States,California,West
TXN_8540247,CUST_21,Butchers,Item_22_BUT,36.5,7,255.5,Digital Wallet,In-store,2/18/2023,TRUE,-2821,United States,Washington,West
TXN_5502712,CUST_16,Butchers,Item_8_BUT,15.5,1,15.5,Credit Card,In-store,8/1/2023,,9314,United States,Pennsylvania,East
TXN_3119913,CUST_16,Butchers,Item_25_BUT,41,5,205,Digital Wallet,Online,8/16/2024,TRUE,1095,United States,Illinois,Central
TXN_7871362,CUST_14,Butchers,Item_8_BUT,15.5,2,31,Cash,Online,6/20/2022,TRUE,-5782,United States,Maryland,East
TXN_9755184,CUST_10,Butchers,Item_22_BUT,36.5,5,182.5,Digital Wallet,In-store,11/25/2024,TRUE,3539,United States,North Carolina,South
TXN_8576669,CUST_24,Butchers,Item_20_BUT,33.5,2,67,Digital Wallet,Online,6/27/2024,TRUE,7907,United States,New York,East
TXN_8279471,CUST_23,Butchers,Item_15_BUT,26,1,26,Cash,In-store,11/1/2023,,70,United States,California,West
TXN_7224775,CUST_02,Butchers,,21.5,,,Cash,In-store,5/8/2024,TRUE,15628,United States,Massachusetts,East
TXN_8064922,CUST_21,Butchers,Item_18_BUT,30.5,3,91.5,Cash,In-store,8/3/2024,,9730,United States,California,West
TXN_6480679,CUST_13,Butchers,Item_23_BUT,38,9,342,Credit Card,In-store,4/10/2024,FALSE,-3067,United States,Illinois,Central
TXN_1445554,CUST_15,Butchers,Item_25_BUT,41,2,82,Cash,In-store,4/23/2023,,-7335,United States,New York,East
TXN_5928216,CUST_13,Butchers,Item_13_BUT,23,10,230,Credit Card,In-store,5/18/2024,FALSE,-5072,United States,Illinois,Central
TXN_5819995,CUST_07,Butchers,Item_15_BUT,26,10,260,Cash,Online,4/4/2023,,406,United States,Ohio,East
TXN_9273608,CUST_22,Butchers,Item_8_BUT,15.5,8,124,Cash,Online,3/19/2023,FALSE,-7230,United States,Ohio,East
TXN_4829324,CUST_11,Butchers,Item_25_BUT,41,2,82,Digital Wallet,In-store,12/2/2023,,15024,United States,Florida,South
TXN_7182787,CUST_03,Butchers,Item_21_BUT,35,8,280,Cash,In-store,9/4/2023,TRUE,5927,United States,Illinois,Central
TXN_8613508,CUST_08,Butchers,Item_7_BUT,14,1,14,Cash,Online,11/24/2024,TRUE,16232,United States,Illinois,Central
TXN_4584080,CUST_20,Butchers,Item_6_BUT,12.5,7,87.5,Cash,In-store,8/3/2023,FALSE,1237,United States,Florida,South
TXN_4457696,CUST_22,Butchers,,,10,215,Credit Card,In-store,12/4/2022,TRUE,-4251,United States,New York,East
TXN_4562537,CUST_06,Butchers,Item_22_BUT,36.5,9,328.5,Digital Wallet,Online,1/12/2024,FALSE,8985,United States,California,West
TXN_3108062,CUST_19,Butchers,Item_8_BUT,15.5,8,124,Cash,In-store,7/27/2024,TRUE,1131,United States,California,West
TXN_6038542,CUST_17,Butchers,Item_19_BUT,32,4,128,Cash,In-store,9/9/2022,FALSE,4331,United States,Texas,Central
TXN_5698201,CUST_10,Butchers,Item_19_BUT,32,2,64,Digital Wallet,In-store,9/14/2024,,-6446,United States,New York,East
TXN_7875396,CUST_04,Butchers,Item_19_BUT,32,7,224,Cash,Online,4/24/2024,,-2811,United States,Massachusetts,East
TXN_5495445,CUST_21,Butchers,,,7,35,Cash,Online,9/18/2023,,16107,United States,Alabama,South
TXN_4033083,CUST_06,Butchers,Item_10_BUT,18.5,8,148,Credit Card,In-store,11/16/2022,TRUE,14067,United States,Alabama,South
TXN_5709844,CUST_19,Butchers,Item_16_BUT,27.5,4,110,Credit Card,Online,9/21/2022,,4588,United States,Montana,West
TXN_1223128,CUST_13,Butchers,,26,,,Digital Wallet,In-store,10/24/2023,FALSE,2113,United States,Connecticut,East
TXN_8915425,CUST_14,Butchers,Item_21_BUT,35,6,210,Cash,In-store,3/20/2023,,-3629,United States,Connecticut,East
TXN_8270365,CUST_04,Butchers,Item_16_BUT,27.5,2,55,Cash,In-store,8/6/2022,TRUE,-4609,United States,North Carolina,South
TXN_4959669,CUST_11,Butchers,Item_12_BUT,21.5,5,107.5,Credit Card,Online,11/28/2024,FALSE,657,United States,Michigan,Central
TXN_5990486,CUST_13,Butchers,Item_15_BUT,26,1,26,Cash,In-store,1/29/2024,,11838,United States,Rhode Island,East
TXN_4912510,CUST_08,Butchers,Item_2_BUT,6.5,3,19.5,Credit Card,Online,8/21/2024,FALSE,2293,United States,Colorado,West
TXN_9655096,CUST_03,Butchers,Item_20_BUT,33.5,10,335,Cash,Online,6/30/2024,FALSE,11056,United States,Ohio,East
TXN_6073559,CUST_19,Butchers,,21.5,,,Digital Wallet,Online,7/18/2023,FALSE,10509,United States,Wisconsin,Central
TXN_4678316,CUST_05,Butchers,Item_11_BUT,20,7,140,Credit Card,In-store,10/22/2022,FALSE,13374,United States,Ohio,East
TXN_8751139,CUST_06,Butchers,Item_15_BUT,26,5,130,Cash,In-store,11/15/2022,FALSE,12738,United States,Pennsylvania,East
TXN_6013565,CUST_06,Butchers,Item_16_BUT,27.5,8,220,Credit Card,In-store,7/22/2023,FALSE,11866,United States,Georgia,South
TXN_5573907,CUST_23,Butchers,Item_22_BUT,36.5,1,36.5,Digital Wallet,In-store,7/22/2024,,6346,United States,California,West
TXN_3425314,CUST_09,Butchers,,8,,,Cash,In-store,10/14/2024,FALSE,-4532,United States,Florida,South
TXN_8996671,CUST_20,Butchers,Item_24_BUT,39.5,5,197.5,Cash,In-store,6/21/2023,FALSE,-4223,United States,Texas,Central
TXN_4174028,CUST_17,Butchers,,6.5,,,Credit Card,Online,1/7/2022,,-969,United States,Wisconsin,Central
TXN_1395838,CUST_05,Butchers,Item_8_BUT,15.5,1,15.5,Cash,Online,3/21/2022,TRUE,12300,United States,New Hampshire,East
TXN_4918465,CUST_13,Butchers,Item_25_BUT,41,5,205,Credit Card,In-store,1/27/2024,TRUE,9969,United States,Pennsylvania,East
TXN_7894525,CUST_23,Butchers,,,1,26,Credit Card,Online,1/31/2023,TRUE,-5791,United States,California,West
TXN_5928099,CUST_24,Butchers,Item_16_BUT,27.5,6,165,Cash,Online,7/21/2022,FALSE,8874,United States,California,West
TXN_8828761,CUST_08,Butchers,Item_20_BUT,33.5,2,67,Credit Card,In-store,1/17/2025,,4346,United States,California,West
TXN_5832757,CUST_10,Butchers,Item_2_BUT,6.5,9,58.5,Digital Wallet,Online,7/22/2024,TRUE,2278,United States,Massachusetts,East
TXN_6195779,CUST_14,Butchers,Item_15_BUT,26,3,78,Credit Card,Online,10/17/2023,,-350,United States,Texas,Central
TXN_6377971,CUST_07,Butchers,Item_5_BUT,11,10,110,Credit Card,Online,10/30/2022,FALSE,2223,United States,Pennsylvania,East
TXN_9753366,CUST_20,Butchers,Item_16_BUT,27.5,10,275,Cash,In-store,9/2/2022,TRUE,10090,United States,Pennsylvania,East
TXN_7484072,CUST_02,Butchers,Item_25_BUT,41,10,410,Credit Card,In-store,12/31/2024,FALSE,4173,United States,Wisconsin,Central
TXN_7422454,CUST_07,Butchers,,33.5,,,Cash,Online,4/15/2023,,8913,United States,Illinois,Central
TXN_4890318,CUST_25,Butchers,Item_3_BUT,8,5,40,Credit Card,In-store,3/28/2023,FALSE,5820,United States,Texas,Central
TXN_5306010,CUST_11,Butchers,Item_7_BUT,14,10,140,Cash,Online,8/24/2024,,14574,United States,Washington,West
TXN_6404316,CUST_04,Computers and electric accessories,Item_16_CEA,27.5,6,165,Credit Card,Online,4/6/2022,FALSE,11283,United States,Michigan,Central
TXN_8413369,CUST_23,Computers and electric accessories,Item_5_CEA,11,6,66,Credit Card,Online,3/9/2024,TRUE,7962,United States,Indiana,Central
TXN_7909783,CUST_12,Computers and electric accessories,Item_5_CEA,11,1,11,Credit Card,Online,12/17/2023,TRUE,6891,United States,New York,East
TXN_5046007,CUST_07,Computers and electric accessories,Item_15_CEA,26,9,234,Cash,Online,7/22/2024,TRUE,-717,United States,New York,East
TXN_6820452,CUST_10,Computers and electric accessories,Item_24_CEA,39.5,8,316,Credit Card,In-store,4/18/2023,FALSE,5052,United States,New York,East
TXN_5418871,CUST_04,Computers and electric accessories,Item_22_CEA,36.5,7,255.5,Cash,In-store,3/16/2022,FALSE,-5302,United States,California,West
TXN_3933685,CUST_09,Computers and electric accessories,Item_20_CEA,33.5,10,335,Credit Card,Online,4/15/2022,,1337,United States,Texas,Central
TXN_1061030,CUST_20,Computers and electric accessories,Item_22_CEA,36.5,4,146,Digital Wallet,Online,7/14/2024,TRUE,-1286,United States,Alabama,South
TXN_5938028,CUST_18,Computers and electric accessories,Item_7_CEA,14,1,14,Digital Wallet,Online,2/20/2023,TRUE,9251,United States,Minnesota,Central
TXN_2940500,CUST_06,Computers and electric accessories,Item_25_CEA,41,1,41,Cash,In-store,11/5/2024,FALSE,5484,United States,Colorado,West
TXN_8219228,CUST_17,Computers and electric accessories,Item_10_CEA,18.5,5,92.5,Cash,Online,5/27/2022,FALSE,-4725,United States,Colorado,West
TXN_5419965,CUST_23,Computers and electric accessories,,20,,,Digital Wallet,Online,1/16/2024,FALSE,2058,United States,Iowa,Central
TXN_7655704,CUST_11,Computers and electric accessories,Item_21_CEA,35,8,280,Digital Wallet,Online,8/8/2022,TRUE,1224,United States,Ohio,East
TXN_6908058,CUST_25,Computers and electric accessories,Item_8_CEA,15.5,10,155,Cash,In-store,7/22/2023,FALSE,-568,United States,Ohio,East
TXN_9204828,CUST_07,Computers and electric accessories,Item_25_CEA,41,7,287,Cash,Online,3/5/2022,,8529,United States,Ohio,East
TXN_8586300,CUST_11,Computers and electric accessories,,27.5,,,Credit Card,Online,2/8/2022,FALSE,2027,United States,Tennessee,South
TXN_4633046,CUST_13,Computers and electric accessories,Item_2_CEA,6.5,5,32.5,Digital Wallet,Online,8/25/2023,,4236,United States,California,West
TXN_6312937,CUST_14,Computers and electric accessories,Item_13_CEA,23,2,46,Digital Wallet,In-store,2/9/2024,FALSE,10497,United States,Wisconsin,Central
TXN_8775503,CUST_08,Computers and electric accessories,Item_6_CEA,12.5,2,25,Digital Wallet,In-store,10/11/2024,FALSE,1884,United States,Wisconsin,Central
TXN_8784273,CUST_25,Computers and electric accessories,Item_14_CEA,24.5,4,98,Cash,In-store,5/2/2022,,8747,United States,Texas,Central
TXN_9496190,CUST_18,Computers and electric accessories,Item_18_CEA,30.5,3,91.5,Cash,Online,2/24/2024,,10863,United States,California,West
TXN_9760482,CUST_07,Computers and electric accessories,Item_11_CEA,20,9,180,Digital Wallet,In-store,1/6/2023,TRUE,15960,United States,Illinois,Central
TXN_4879766,CUST_13,Computers and electric accessories,Item_20_CEA,33.5,4,134,Digital Wallet,Online,6/3/2023,FALSE,-5984,United States,New York,East
TXN_3557526,CUST_21,Computers and electric accessories,Item_16_CEA,27.5,9,247.5,Digital Wallet,In-store,12/25/2023,,5837,United States,Ohio,East
TXN_5487046,CUST_22,Computers and electric accessories,Item_19_CEA,32,9,288,Cash,Online,6/6/2022,FALSE,6391,United States,Pennsylvania,East
TXN_1334483,CUST_17,Computers and electric accessories,Item_11_CEA,20,3,60,Cash,Online,7/17/2023,FALSE,842,United States,Ohio,East
TXN_6490151,CUST_08,Computers and electric accessories,Item_21_CEA,35,4,140,Digital Wallet,In-store,10/17/2024,FALSE,10141,United States,Michigan,Central
TXN_9331694,CUST_13,Computers and electric accessories,Item_2_CEA,6.5,8,52,Credit Card,Online,12/9/2023,FALSE,6921,United States,Michigan,Central
TXN_7324151,CUST_16,Computers and electric accessories,Item_21_CEA,35,2,70,Credit Card,In-store,8/30/2024,FALSE,15312,United States,Michigan,Central
TXN_6926974,CUST_22,Computers and electric accessories,Item_4_CEA,9.5,5,47.5,Credit Card,Online,10/16/2024,,1227,United States,California,West
TXN_1722933,CUST_20,Computers and electric accessories,Item_21_CEA,35,7,245,Cash,Online,8/12/2023,FALSE,12703,United States,California,West
TXN_7296074,CUST_23,Computers and electric accessories,Item_18_CEA,30.5,5,152.5,Credit Card,Online,10/9/2022,TRUE,-2270,United States,Ohio,East
TXN_1583510,CUST_11,Computers and electric accessories,Item_5_CEA,11,10,110,Cash,Online,1/29/2024,,-5293,United States,Illinois,Central
TXN_9840878,CUST_07,Computers and electric accessories,Item_9_CEA,17,10,170,Digital Wallet,In-store,10/17/2023,,7868,United States,California,West
