"TransactionID","CustomerID","Category","Item","UnitPrice","Quantity","TotalSpent","PaymentMethod","Location","TransactionDate","DiscountApplied","Profit","Country","State","Region"
"TXN_4139468","CUST_21","Computers and electric accessories","Item_19_CEA",32,8,256,"Credit Card","Online","2024-08-03","TRUE",-1267,"United States","Pennsylvania","East"
"TXN_6407825","CUST_08","Computers and electric accessories","Item_12_CEA",21.5,1,21.5,"Digital Wallet","In-store","2024-11-08","TRUE",12075,"United States","California","West"
"TXN_6825299","CUST_08","Computers and electric accessories","Item_11_CEA",20,2,40,"Credit Card","In-store","2023-11-22","FALSE",4514,"United States","Massachusetts","East"
"TXN_3194714","CUST_03","Computers and electric accessories","Item_2_CEA",6.5,2,13,"Credit Card","Online","2023-02-14","FALSE",4593,"United States","Massachusetts","East"
"TXN_8243756","CUST_15","Computers and electric accessories","Item_11_CEA",20,1,20,"Credit Card","Online","2023-07-01","TRUE",-697,"United States","Arizona","West"
"TXN_2912595","CUST_11","Computers and electric accessories","Item_12_CEA",21.5,4,86,"Digital Wallet","Online","2022-10-17","FALSE",14861,"United States","California","West"
"TXN_4721517","CUST_12","Computers and electric accessories","Item_12_CEA",21.5,4,86,"Digital Wallet","Online","2022-01-24","FALSE",6656,"United States","New Jersey","East"
"TXN_6491456","CUST_04","Computers and electric accessories","Item_3_CEA",8,6,48,"Cash","In-store","2023-12-21","TRUE",6957,"United States","Pennsylvania","East"
"TXN_6305251","CUST_01","Computers and electric accessories","Item_14_CEA",24.5,10,245,"Credit Card","In-store","2024-10-27","TRUE",-6626,"United States","Washington","West"
"TXN_8393738","CUST_10","Computers and electric accessories","Item_19_CEA",32,3,96,"Credit Card","Online","2023-01-07","TRUE",12631,"United States","California","West"
"TXN_1853686","CUST_07","Computers and electric accessories","Item_9_CEA",17,9,153,"Digital Wallet","In-store","2024-04-20","TRUE",-6158,"United States","New York","East"
"TXN_6026363","CUST_20","Computers and electric accessories","Item_10_CEA",18.5,6,111,"Digital Wallet","In-store","2024-06-14","TRUE",7021,"United States","New Hampshire","East"
"TXN_6957303","CUST_08","Computers and electric accessories","Item_12_CEA",21.5,7,150.5,"Cash","In-store","2023-04-14","FALSE",15651,"United States","New York","East"
"TXN_4008428","CUST_07","Computers and electric accessories","Item_10_CEA",18.5,1,18.5,"Credit Card","Online","2024-08-19","TRUE",-1754,"United States","Pennsylvania","East"
"TXN_6103550","CUST_04","Computers and electric accessories","Item_14_CEA",24.5,10,245,"Cash","Online","2022-11-13","FALSE",13480,"United States","Texas","Central"
"TXN_6754215","CUST_06","Computers and electric accessories","Item_12_CEA",21.5,3,64.5,"Cash","Online","2024-12-23","FALSE",-4261,"United States","Texas","Central"
"TXN_3572301","CUST_20","Computers and electric accessories","Item_16_CEA",27.5,9,247.5,"Digital Wallet","Online","2023-11-03","TRUE",3062,"United States","Utah","West"
"TXN_1038979","CUST_16","Computers and electric accessories","Item_5_CEA",11,3,33,"Credit Card","Online","2024-02-06","FALSE",-4209,"United States","New York","East"
"TXN_7092567","CUST_22","Computers and electric accessories","Item_23_CEA",38,8,304,"Digital Wallet","Online","2023-04-06","FALSE",13962,"United States","Indiana","Central"
"TXN_6269833","CUST_01","Computers and electric accessories","Item_9_CEA",17,7,119,"Cash","Online","2023-08-14","TRUE",7682,"United States","Washington","West"
"TXN_5571174","CUST_04","Computers and electric accessories","Item_8_CEA",15.5,4,62,"Credit Card","In-store","2024-04-24","FALSE",12554,"United States","Washington","West"
"TXN_5778866","CUST_21","Computers and electric accessories","Item_25_CEA",41,5,205,"Cash","Online","2024-08-22","FALSE",6140,"United States","Alabama","South"
"TXN_7127992","CUST_21","Computers and electric accessories","Item_19_CEA",32,10,320,"Digital Wallet","In-store","2024-06-27","TRUE",15365,"United States","California","West"
"TXN_4080988","CUST_15","Computers and electric accessories","Item_9_CEA",17,3,51,"Cash","In-store","2022-12-03","FALSE",-3434,"United States","Indiana","Central"
"TXN_5635734","CUST_14","Computers and electric accessories","Item_23_CEA",38,2,76,"Digital Wallet","Online","2024-01-31","FALSE",8608,"United States","California","West"
"TXN_6237848","CUST_04","Computers and electric accessories","Item_9_CEA",17,4,68,"Credit Card","In-store","2022-01-12","FALSE",-3838,"United States","California","West"
"TXN_1205686","CUST_09","Computers and electric accessories","Item_19_CEA",32,2,64,"Credit Card","Online","2022-03-12","TRUE",5905,"United States","California","West"
"TXN_4071268","CUST_23","Computers and electric accessories","Item_22_CEA",36.5,7,255.5,"Cash","In-store","2024-08-20","FALSE",-3674,"United States","Maine","East"
"TXN_8151553","CUST_12","Computers and electric accessories","Item_13_CEA",23,10,230,"Digital Wallet","In-store","2023-06-17","FALSE",2569,"United States","Mississippi","South"
"TXN_4058390","CUST_10","Computers and electric accessories","Item_18_CEA",30.5,8,244,"Digital Wallet","Online","2024-09-01","FALSE",-299,"United States","Ohio","East"
"TXN_6492020","CUST_18","Computers and electric accessories","Item_7_CEA",14,3,42,"Credit Card","Online","2022-05-03","TRUE",-4051,"United States","New York","East"
"TXN_1880682","CUST_22","Computers and electric accessories","Item_14_CEA",24.5,10,245,"Cash","In-store","2024-05-28","FALSE",16178,"United States","Connecticut","East"
"TXN_9645168","CUST_02","Computers and electric accessories","Item_12_CEA",21.5,5,107.5,"Digital Wallet","In-store","2025-01-04","FALSE",4481,"United States","California","West"
"TXN_6064430","CUST_22","Computers and electric accessories","Item_14_CEA",24.5,1,24.5,"Credit Card","In-store","2022-03-04","FALSE",1204,"United States","New York","East"
"TXN_8921717","CUST_17","Computers and electric accessories","Item_9_CEA",17,8,136,"Cash","Online","2022-04-18","FALSE",-1831,"United States","California","West"
"TXN_4078266","CUST_10","Computers and electric accessories","Item_8_CEA",15.5,7,108.5,"Cash","In-store","2024-07-19","FALSE",4019,"United States","California","West"
"TXN_7224530","CUST_08","Computers and electric accessories","Item_17_CEA",29,3,87,"Credit Card","Online","2024-06-30","TRUE",-1441,"United States","Pennsylvania","East"
"TXN_4042022","CUST_18","Computers and electric accessories","Item_5_CEA",11,4,44,"Credit Card","Online","2022-03-12","FALSE",7836,"United States","South Carolina","South"
"TXN_9205887","CUST_20","Computers and electric accessories","Item_16_CEA",27.5,1,27.5,"Cash","In-store","2024-02-14","FALSE",-2927,"United States","New York","East"
"TXN_4599772","CUST_13","Computers and electric accessories","Item_15_CEA",26,10,260,"Cash","In-store","2022-05-04","FALSE",14660,"United States","Texas","Central"
"TXN_6442602","CUST_11","Computers and electric accessories","Item_5_CEA",11,4,44,"Cash","In-store","2023-12-22","FALSE",-6843,"United States","New Jersey","East"
"TXN_1625647","CUST_22","Computers and electric accessories","Item_3_CEA",8,3,24,"Digital Wallet","In-store","2024-01-23","TRUE",8670,"United States","Oklahoma","Central"
"TXN_7562077","CUST_04","Computers and electric accessories","Item_2_CEA",6.5,7,45.5,"Cash","Online","2023-08-16","FALSE",-6499,"United States","Arkansas","South"
"TXN_1324813","CUST_09","Computers and electric accessories","Item_8_CEA",15.5,8,124,"Digital Wallet","Online","2023-09-22","FALSE",10176,"United States","Ohio","East"
"TXN_1741913","CUST_03","Computers and electric accessories","Item_7_CEA",14,3,42,"Credit Card","In-store","2022-12-11","FALSE",1099,"United States","California","West"
"TXN_6789123","CUST_10","Computers and electric accessories","Item_20_CEA",33.5,6,201,"Cash","Online","2023-08-10","TRUE",15341,"United States","Kentucky","South"
"TXN_1369755","CUST_21","Computers and electric accessories","Item_2_CEA",6.5,5,32.5,"Cash","In-store","2023-06-16","TRUE",7724,"United States","Tennessee","South"
"TXN_2713028","CUST_20","Computers and electric accessories","Item_23_CEA",38,3,114,"Digital Wallet","Online","2024-05-22","TRUE",1326,"United States","New York","East"
"TXN_9114087","CUST_15","Computers and electric accessories","Item_2_CEA",6.5,7,45.5,"Digital Wallet","Online","2024-02-24","TRUE",15588,"United States","South Carolina","South"
"TXN_9686128","CUST_05","Computers and electric accessories","Item_10_CEA",18.5,4,74,"Digital Wallet","Online","2023-10-23","FALSE",12704,"United States","New York","East"
"TXN_9245240","CUST_03","Computers and electric accessories","Item_1_CEA",5,2,10,"Credit Card","In-store","2024-08-24","TRUE",-5239,"United States","Missouri","Central"
"TXN_5612697","CUST_22","Computers and electric accessories","Item_14_CEA",24.5,3,73.5,"Credit Card","Online","2022-10-01","TRUE",6285,"United States","Washington","West"
"TXN_7390310","CUST_23","Computers and electric accessories","Item_22_CEA",36.5,2,73,"Credit Card","In-store","2023-11-19","FALSE",6180,"United States","New York","East"
"TXN_8256175","CUST_07","Computers and electric accessories","Item_18_CEA",30.5,2,61,"Credit Card","Online","2022-04-25","FALSE",16121,"United States","Michigan","Central"
"TXN_5960789","CUST_11","Computers and electric accessories","Item_5_CEA",11,3,33,"Cash","Online","2022-09-28","TRUE",1575,"United States","New York","East"
"TXN_6865387","CUST_09","Computers and electric accessories","Item_3_CEA",8,8,64,"Credit Card","Online","2022-12-07","TRUE",-6130,"United States","North Carolina","South"
"TXN_9468973","CUST_05","Computers and electric accessories","Item_2_CEA",6.5,7,45.5,"Digital Wallet","In-store","2023-03-21","TRUE",-5738,"United States","North Carolina","South"
"TXN_6580606","CUST_16","Computers and electric accessories","Item_19_CEA",32,3,96,"Credit Card","Online","2023-11-21","FALSE",11990,"United States","Virginia","South"
"TXN_5035756","CUST_02","Computers and electric accessories","Item_10_CEA",18.5,7,129.5,"Cash","Online","2022-03-02","TRUE",-518,"United States","California","West"
"TXN_3794692","CUST_08","Computers and electric accessories","Item_10_CEA",18.5,3,55.5,"Cash","In-store","2024-10-18","FALSE",-538,"United States","Pennsylvania","East"
"TXN_1510555","CUST_10","Computers and electric accessories","Item_4_CEA",9.5,6,57,"Credit Card","In-store","2024-10-18","TRUE",4635,"United States","Washington","West"
"TXN_2128482","CUST_19","Computers and electric accessories","Item_14_CEA",24.5,7,171.5,"Credit Card","Online","2022-03-09","FALSE",5424,"United States","Florida","South"
"TXN_3369620","CUST_20","Computers and electric accessories","Item_11_CEA",20,5,100,"Credit Card","Online","2024-10-01","FALSE",-4604,"United States","California","West"
"TXN_4143543","CUST_15","Computers and electric accessories","Item_9_CEA",17,2,34,"Digital Wallet","In-store","2022-03-21","FALSE",1353,"United States","Utah","West"
"TXN_9754957","CUST_21","Computers and electric accessories","Item_19_CEA",32,2,64,"Cash","Online","2024-07-20","FALSE",7210,"United States","California","West"
"TXN_7819270","CUST_13","Computers and electric accessories","Item_23_CEA",38,1,38,"Credit Card","In-store","2024-09-26","FALSE",1976,"United States","Pennsylvania","East"
"TXN_7352034","CUST_09","Computers and electric accessories","Item_7_CEA",14,7,98,"Digital Wallet","Online","2023-06-12","FALSE",-1868,"United States","Oregon","West"
"TXN_3595305","CUST_03","Computers and electric accessories","Item_19_CEA",32,1,32,"Cash","In-store","2023-04-16","TRUE",7712,"United States","California","West"
"TXN_4284887","CUST_01","Computers and electric accessories","Item_2_CEA",6.5,9,58.5,"Cash","Online","2022-10-26","TRUE",15853,"United States","Texas","Central"
"TXN_1123016","CUST_14","Computers and electric accessories","Item_5_CEA",11,9,99,"Digital Wallet","Online","2022-07-21","TRUE",-3455,"United States","California","West"
"TXN_7249444","CUST_14","Computers and electric accessories","Item_18_CEA",30.5,10,305,"Digital Wallet","In-store","2023-10-28","FALSE",5272,"United States","Florida","South"
"TXN_3739937","CUST_02","Computers and electric accessories","Item_9_CEA",17,6,102,"Credit Card","Online","2024-03-01","TRUE",-3092,"United States","California","West"
"TXN_1603699","CUST_17","Computers and electric accessories","Item_2_CEA",6.5,2,13,"Digital Wallet","In-store","2023-10-23","TRUE",-5336,"United States","California","West"
"TXN_7759967","CUST_13","Computers and electric accessories","Item_9_CEA",17,5,85,"Credit Card","Online","2024-01-03","TRUE",4050,"United States","California","West"
"TXN_6185500","CUST_22","Computers and electric accessories","Item_13_CEA",23,7,161,"Cash","In-store","2024-06-04","TRUE",4929,"United States","Indiana","Central"
"TXN_5503377","CUST_09","Computers and electric accessories","Item_16_CEA",27.5,4,110,"Credit Card","Online","2023-07-13","TRUE",4327,"United States","Wisconsin","Central"
"TXN_3303369","CUST_06","Computers and electric accessories","Item_14_CEA",24.5,4,98,"Cash","In-store","2023-06-11","TRUE",13388,"United States","Michigan","Central"
"TXN_1012234","CUST_15","Computers and electric accessories","Item_3_CEA",8,7,56,"Credit Card","In-store","2024-05-12","TRUE",11919,"United States","California","West"
"TXN_5626224","CUST_14","Computers and electric accessories","Item_9_CEA",17,10,170,"Credit Card","In-store","2022-03-17","FALSE",11472,"United States","Colorado","West"
"TXN_7405215","CUST_22","Computers and electric accessories","Item_8_CEA",15.5,8,124,"Cash","Online","2022-01-07","TRUE",-439,"United States","New York","East"
"TXN_4978591","CUST_03","Computers and electric accessories","Item_21_CEA",35,4,140,"Digital Wallet","In-store","2024-07-16","TRUE",2628,"United States","California","West"
"TXN_7509489","CUST_23","Computers and electric accessories","Item_17_CEA",29,7,203,"Credit Card","Online","2024-05-22","FALSE",10673,"United States","California","West"
"TXN_5274178","CUST_11","Computers and electric accessories","Item_12_CEA",21.5,9,193.5,"Credit Card","Online","2022-07-05","FALSE",2556,"United States","New York","East"
"TXN_1978173","CUST_18","Computers and electric accessories","Item_5_CEA",11,6,66,"Credit Card","Online","2022-09-02","FALSE",-3485,"United States","Texas","Central"
"TXN_9915974","CUST_24","Computers and electric accessories","Item_19_CEA",32,1,32,"Cash","Online","2024-11-16","FALSE",14152,"United States","Pennsylvania","East"
"TXN_9245105","CUST_12","Computers and electric accessories","Item_9_CEA",17,7,119,"Credit Card","Online","2023-09-28","FALSE",12351,"United States","Illinois","Central"
"TXN_3368961","CUST_10","Computers and electric accessories","Item_20_CEA",33.5,10,335,"Digital Wallet","Online","2022-01-16","FALSE",3722,"United States","South Dakota","Central"
"TXN_6856074","CUST_10","Computers and electric accessories","Item_5_CEA",11,1,11,"Digital Wallet","Online","2024-05-13","FALSE",9947,"United States","California","West"
"TXN_1517466","CUST_23","Computers and electric accessories","Item_16_CEA",27.5,5,137.5,"Credit Card","In-store","2023-07-08","FALSE",-3798,"United States","Ohio","East"
"TXN_9027497","CUST_19","Computers and electric accessories","Item_8_CEA",15.5,10,155,"Cash","In-store","2024-01-24","TRUE",3217,"United States","Oklahoma","Central"
"TXN_6544404","CUST_21","Computers and electric accessories","Item_10_CEA",18.5,6,111,"Digital Wallet","Online","2023-03-04","TRUE",8924,"United States","Texas","Central"
"TXN_6950467","CUST_01","Computers and electric accessories","Item_6_CEA",12.5,6,75,"Digital Wallet","In-store","2022-01-01","TRUE",14308,"United States","Texas","Central"
"TXN_6569610","CUST_12","Computers and electric accessories","Item_13_CEA",23,6,138,"Credit Card","In-store","2024-01-20","FALSE",14832,"United States","Massachusetts","East"
"TXN_3013542","CUST_06","Computers and electric accessories","Item_19_CEA",32,6,192,"Credit Card","Online","2022-12-10","TRUE",10115,"United States","Massachusetts","East"
"TXN_4688183","CUST_08","Computers and electric accessories","Item_18_CEA",30.5,10,305,"Credit Card","In-store","2023-07-04","TRUE",14726,"United States","Massachusetts","East"
"TXN_7224248","CUST_04","Computers and electric accessories","Item_4_CEA",9.5,5,47.5,"Cash","In-store","2024-11-10","TRUE",-4274,"United States","Texas","Central"
"TXN_4641997","CUST_03","Computers and electric accessories","Item_25_CEA",41,4,164,"Credit Card","Online","2024-10-09","TRUE",-2803,"United States","Ohio","East"
"TXN_8891020","CUST_13","Computers and electric accessories","Item_22_CEA",36.5,5,182.5,"Digital Wallet","Online","2022-12-10","FALSE",-5976,"United States","Colorado","West"
"TXN_4211434","CUST_14","Computers and electric accessories","Item_13_CEA",23,4,92,"Cash","Online","2022-10-04","TRUE",14273,"United States","Texas","Central"
"TXN_7645274","CUST_10","Computers and electric accessories","Item_10_CEA",18.5,7,129.5,"Digital Wallet","Online","2024-03-24","TRUE",11191,"United States","New Mexico","West"
"TXN_3712938","CUST_23","Computers and electric accessories","Item_19_CEA",32,4,128,"Digital Wallet","In-store","2024-06-11","FALSE",1935,"United States","Texas","Central"
"TXN_6852196","CUST_18","Computers and electric accessories","Item_5_CEA",11,8,88,"Credit Card","Online","2022-02-15","TRUE",6714,"United States","Illinois","Central"
"TXN_8639287","CUST_03","Computers and electric accessories","Item_11_CEA",20,10,200,"Cash","In-store","2024-03-13","TRUE",2652,"United States","North Carolina","South"
"TXN_5888368","CUST_12","Computers and electric accessories","Item_10_CEA",18.5,3,55.5,"Credit Card","Online","2022-07-31","TRUE",-4516,"United States","California","West"
"TXN_7469530","CUST_03","Computers and electric accessories","Item_20_CEA",33.5,2,67,"Cash","In-store","2023-08-21","TRUE",3003,"United States","New York","East"
"TXN_5515525","CUST_01","Computers and electric accessories","Item_14_CEA",24.5,5,122.5,"Credit Card","Online","2022-06-08","TRUE",4580,"United States","California","West"
"TXN_5171621","CUST_12","Computers and electric accessories","Item_3_CEA",8,2,16,"Digital Wallet","Online","2023-05-26","TRUE",-6902,"United States","Kentucky","South"
"TXN_6008493","CUST_11","Computers and electric accessories","Item_21_CEA",35,5,175,"Credit Card","In-store","2024-01-18","TRUE",12324,"United States","California","West"
"TXN_9850588","CUST_21","Computers and electric accessories","Item_13_CEA",23,8,184,"Digital Wallet","Online","2023-01-27","TRUE",2568,"United States","Mississippi","South"
"TXN_5200496","CUST_15","Computers and electric accessories","Item_11_CEA",20,1,20,"Digital Wallet","In-store","2022-05-16","FALSE",1494,"United States","Pennsylvania","East"
"TXN_6981443","CUST_06","Computers and electric accessories","Item_8_CEA",15.5,5,77.5,"Digital Wallet","Online","2022-06-23","FALSE",4914,"United States","Maryland","East"
"TXN_9533237","CUST_23","Computers and electric accessories","Item_23_CEA",38,1,38,"Cash","In-store","2024-03-18","FALSE",13835,"United States","Ohio","East"
"TXN_9216790","CUST_15","Computers and electric accessories","Item_2_CEA",6.5,2,13,"Credit Card","Online","2024-09-06","TRUE",3446,"United States","Georgia","South"
"TXN_4678063","CUST_04","Computers and electric accessories","Item_10_CEA",18.5,1,18.5,"Credit Card","In-store","2022-04-10","FALSE",11906,"United States","Ohio","East"
"TXN_3416118","CUST_06","Computers and electric accessories","Item_10_CEA",18.5,9,166.5,"Cash","In-store","2023-10-13","TRUE",14184,"United States","Indiana","Central"
"TXN_3647376","CUST_11","Computers and electric accessories","Item_20_CEA",33.5,2,67,"Cash","In-store","2022-04-11","TRUE",13847,"United States","Maryland","East"
"TXN_8263343","CUST_15","Computers and electric accessories","Item_2_CEA",6.5,8,52,"Credit Card","In-store","2022-04-14","FALSE",-152,"United States","New York","East"
"TXN_3268543","CUST_24","Computers and electric accessories","Item_18_CEA",30.5,5,152.5,"Credit Card","Online","2023-08-23","TRUE",12585,"United States","California","West"
"TXN_6696815","CUST_21","Computers and electric accessories","Item_8_CEA",15.5,9,139.5,"Cash","Online","2022-12-10","FALSE",-3261,"United States","Pennsylvania","East"
"TXN_4205231","CUST_08","Computers and electric accessories","Item_19_CEA",32,3,96,"Digital Wallet","Online","2024-03-07","TRUE",-2847,"United States","North Carolina","South"
"TXN_6709296","CUST_01","Computers and electric accessories","Item_17_CEA",29,2,58,"Cash","In-store","2024-08-09","FALSE",4937,"United States","North Carolina","South"
"TXN_6887267","CUST_08","Computers and electric accessories","Item_21_CEA",35,10,350,"Credit Card","Online","2022-01-08","FALSE",3992,"United States","Florida","South"
"TXN_5364503","CUST_15","Computers and electric accessories","Item_13_CEA",23,10,230,"Digital Wallet","In-store","2023-09-13","TRUE",8925,"United States","Alabama","South"
"TXN_2987709","CUST_24","Computers and electric accessories","Item_10_CEA",18.5,5,92.5,"Cash","Online","2024-03-28","TRUE",8597,"United States","Alabama","South"
"TXN_7522804","CUST_20","Computers and electric accessories","Item_10_CEA",18.5,1,18.5,"Cash","Online","2023-02-19","TRUE",8653,"United States","Illinois","Central"
"TXN_8988079","CUST_19","Computers and electric accessories","Item_23_CEA",38,9,342,"Credit Card","In-store","2023-06-10","FALSE",16060,"United States","California","West"
"TXN_1194790","CUST_07","Computers and electric accessories","Item_14_CEA",24.5,4,98,"Digital Wallet","In-store","2023-09-07","TRUE",10826,"United States","Tennessee","South"
"TXN_9531274","CUST_12","Computers and electric accessories","Item_19_CEA",32,5,160,"Digital Wallet","Online","2024-10-21","FALSE",-7056,"United States","Pennsylvania","East"
"TXN_5801836","CUST_23","Computers and electric accessories","Item_12_CEA",21.5,8,172,"Credit Card","In-store","2022-10-13","TRUE",2360,"United States","New York","East"
"TXN_9362268","CUST_20","Computers and electric accessories","Item_11_CEA",20,1,20,"Credit Card","In-store","2022-12-23","TRUE",-4095,"United States","Michigan","Central"
"TXN_7169866","CUST_25","Computers and electric accessories","Item_14_CEA",24.5,6,147,"Cash","Online","2023-03-03","TRUE",1162,"United States","Washington","West"
"TXN_3012172","CUST_04","Computers and electric accessories","Item_15_CEA",26,5,130,"Cash","Online","2023-02-09","TRUE",6852,"United States","California","West"
"TXN_5678403","CUST_04","Computers and electric accessories","Item_19_CEA",32,7,224,"Cash","In-store","2023-09-19","FALSE",2686,"United States","Texas","Central"
"TXN_9379604","CUST_13","Computers and electric accessories","Item_9_CEA",17,3,51,"Credit Card","Online","2024-08-15","TRUE",1227,"United States","Texas","Central"
"TXN_6651159","CUST_15","Computers and electric accessories","Item_19_CEA",32,7,224,"Credit Card","Online","2022-12-22","FALSE",-7397,"United States","Louisiana","South"
"TXN_2714155","CUST_18","Computers and electric accessories","Item_8_CEA",15.5,1,15.5,"Digital Wallet","Online","2023-06-03","FALSE",-5144,"United States","California","West"
"TXN_9460532","CUST_12","Computers and electric accessories","Item_20_CEA",33.5,7,234.5,"Digital Wallet","In-store","2022-06-08","TRUE",657,"United States","North Carolina","South"
"TXN_1312186","CUST_17","Computers and electric accessories","Item_6_CEA",12.5,2,25,"Credit Card","Online","2024-12-24","TRUE",5749,"United States","Texas","Central"
"TXN_5799921","CUST_13","Computers and electric accessories","Item_20_CEA",33.5,6,201,"Digital Wallet","Online","2024-12-03","TRUE",9755,"United States","Oregon","West"
"TXN_1135069","CUST_01","Computers and electric accessories","Item_10_CEA",18.5,2,37,"Digital Wallet","Online","2024-12-15","TRUE",-60,"United States","California","West"
"TXN_3363826","CUST_20","Computers and electric accessories","Item_21_CEA",35,4,140,"Credit Card","Online","2024-06-16","TRUE",5451,"United States","California","West"
"TXN_9410689","CUST_04","Computers and electric accessories","Item_8_CEA",15.5,10,155,"Cash","Online","2022-07-10","TRUE",14754,"United States","Kentucky","South"
"TXN_6934967","CUST_23","Computers and electric accessories","Item_24_CEA",39.5,8,316,"Cash","In-store","2022-12-17","FALSE",7875,"United States","Virginia","South"
"TXN_8070639","CUST_03","Computers and electric accessories","Item_15_CEA",26,8,208,"Digital Wallet","Online","2024-07-12","TRUE",12669,"United States","Pennsylvania","East"
"TXN_5629281","CUST_20","Computers and electric accessories","Item_21_CEA",35,6,210,"Cash","Online","2024-04-12","FALSE",11133,"United States","Pennsylvania","East"
"TXN_2501720","CUST_15","Computers and electric accessories","Item_1_CEA",5,9,45,"Digital Wallet","Online","2022-06-23","FALSE",6878,"United States","Illinois","Central"
"TXN_4425516","CUST_23","Computers and electric accessories","Item_17_CEA",29,9,261,"Digital Wallet","Online","2022-06-21","TRUE",5050,"United States","South Carolina","South"
"TXN_2929525","CUST_09","Computers and electric accessories","Item_16_CEA",27.5,9,247.5,"Cash","In-store","2023-06-16","TRUE",5345,"United States","Maryland","East"
"TXN_1018578","CUST_10","Computers and electric accessories","Item_10_CEA",18.5,3,55.5,"Cash","Online","2023-01-17","TRUE",-6620,"United States","Delaware","East"
"TXN_2684604","CUST_06","Computers and electric accessories","Item_7_CEA",14,3,42,"Digital Wallet","In-store","2024-03-07","TRUE",9485,"United States","New York","East"
"TXN_6064040","CUST_08","Computers and electric accessories","Item_15_CEA",26,6,156,"Cash","Online","2023-06-08","FALSE",-7231,"United States","Rhode Island","East"
"TXN_5671863","CUST_10","Computers and electric accessories","Item_18_CEA",30.5,1,30.5,"Digital Wallet","Online","2022-03-20","FALSE",8771,"United States","Georgia","South"
"TXN_1432078","CUST_09","Computers and electric accessories","Item_10_CEA",18.5,8,148,"Credit Card","Online","2022-12-07","TRUE",2935,"United States","California","West"
"TXN_7936044","CUST_16","Computers and electric accessories","Item_13_CEA",23,5,115,"Credit Card","Online","2023-01-05","FALSE",-7274,"United States","New Mexico","West"
"TXN_7358459","CUST_01","Computers and electric accessories","Item_12_CEA",21.5,10,215,"Digital Wallet","In-store","2023-08-26","TRUE",8216,"United States","Ohio","East"
"TXN_3206633","CUST_16","Computers and electric accessories","Item_2_CEA",6.5,2,13,"Digital Wallet","Online","2023-10-14","FALSE",-5248,"United States","Florida","South"
"TXN_8744758","CUST_19","Computers and electric accessories","Item_11_CEA",20,10,200,"Digital Wallet","In-store","2023-11-24","FALSE",15287,"United States","California","West"
"TXN_4078421","CUST_04","Computers and electric accessories","Item_21_CEA",35,8,280,"Credit Card","Online","2022-06-24","FALSE",11548,"United States","Ohio","East"
"TXN_7480606","CUST_23","Computers and electric accessories","Item_23_CEA",38,2,76,"Digital Wallet","In-store","2022-05-09","FALSE",-6001,"United States","Illinois","Central"
"TXN_8912253","CUST_22","Computers and electric accessories","Item_21_CEA",35,10,350,"Credit Card","Online","2022-12-11","FALSE",15961,"United States","Rhode Island","East"
"TXN_2890875","CUST_15","Computers and electric accessories","Item_5_CEA",11,5,55,"Digital Wallet","In-store","2022-08-19","FALSE",10720,"United States","Illinois","Central"
"TXN_8849165","CUST_25","Computers and electric accessories","Item_5_CEA",11,7,77,"Digital Wallet","Online","2023-07-19","FALSE",11936,"United States","New York","East"
"TXN_4527650","CUST_23","Computers and electric accessories","Item_21_CEA",35,1,35,"Credit Card","In-store","2022-04-14","FALSE",-3161,"United States","Pennsylvania","East"
"TXN_9708536","CUST_24","Computers and electric accessories","Item_10_CEA",18.5,1,18.5,"Cash","Online","2023-08-28","FALSE",5692,"United States","Indiana","Central"
"TXN_7940860","CUST_18","Computers and electric accessories","Item_19_CEA",32,4,128,"Digital Wallet","In-store","2022-11-24","TRUE",8988,"United States","Ohio","East"
"TXN_3163611","CUST_25","Computers and electric accessories","Item_22_CEA",36.5,8,292,"Digital Wallet","In-store","2023-12-30","FALSE",3097,"United States","Kentucky","South"
"TXN_7535754","CUST_23","Computers and electric accessories","Item_20_CEA",33.5,4,134,"Digital Wallet","In-store","2023-06-20","TRUE",14813,"United States","Texas","Central"
"TXN_5230472","CUST_09","Computers and electric accessories","Item_20_CEA",33.5,4,134,"Credit Card","Online","2023-09-20","TRUE",-5944,"United States","California","West"
"TXN_4379015","CUST_23","Computers and electric accessories","Item_8_CEA",15.5,6,93,"Credit Card","Online","2022-10-11","FALSE",-5516,"United States","California","West"
"TXN_7428358","CUST_20","Computers and electric accessories","Item_22_CEA",36.5,2,73,"Cash","Online","2022-11-21","FALSE",-365,"United States","Ohio","East"
"TXN_6832172","CUST_19","Computers and electric accessories","Item_2_CEA",6.5,6,39,"Digital Wallet","In-store","2024-01-16","FALSE",170,"United States","California","West"
"TXN_6063963","CUST_06","Computers and electric accessories","Item_23_CEA",38,9,342,"Credit Card","In-store","2022-05-13","FALSE",1812,"United States","Texas","Central"
"TXN_3290537","CUST_08","Computers and electric accessories","Item_5_CEA",11,8,88,"Digital Wallet","Online","2024-08-29","TRUE",-2565,"United States","Illinois","Central"
"TXN_2502580","CUST_17","Computers and electric accessories","Item_20_CEA",33.5,6,201,"Cash","Online","2023-02-21","TRUE",-5814,"United States","Illinois","Central"
"TXN_6400673","CUST_15","Computers and electric accessories","Item_9_CEA",17,8,136,"Cash","Online","2022-01-21","TRUE",-4398,"United States","Arizona","West"
"TXN_7340887","CUST_22","Computers and electric accessories","Item_12_CEA",21.5,2,43,"Cash","Online","2024-06-01","TRUE",-612,"United States","North Carolina","South"
